Sample_ID,Tube_ID,Sample_or_control,BGOOD_sample_code,Apiary_name,Apiary_ID,Hive_name,Hive_ID,Country,Latitude,Longitude,Season,Gut_part,Health,Number_of_queens,VLPs_per_ul,Extraction_plate,Extraction_plate_row,Extraction_plate_col,Average_Qubit,Mapped_reads,Bee_Pool,Date
BE_16556_aut_ile_d,4337,sample,ZFPFLNCJ,Merendree,3386,KM 1,16556,BE,51.074,51.074,aut,ile,bad,2,NA,7,D,X3,4.7,1115503,BE_16556_aut,2020-10-12
BE_16556_aut_mid_d,4329,sample,ZFPFLNCJ,Merendree,3386,KM 1,16556,BE,51.074,51.074,aut,mid,bad,2,NA,7,C,X3,20.2,439961,BE_16556_aut,2020-10-12
BE_16556_aut_rec_d,4345,sample,ZFPFLNCJ,Merendree,3386,KM 1,16556,BE,51.074,51.074,aut,rec,bad,2,187747.9518,7,E,X3,10.1,16540984,BE_16556_aut,2020-10-12
BE_16556_spr_ile_d,612,sample,MYYMKPFS,Merendree,3386,KM 1,16556,BE,51.074,51.074,spr,ile,bad,2,NA,1,F,X6,4,362261,BE_16556_spr,2020-04-06
BE_16556_spr_mid_d,604,sample,MYYMKPFS,Merendree,3386,KM 1,16556,BE,51.074,51.074,spr,mid,bad,2,NA,1,E,X6,7.5,2104041,BE_16556_spr,2020-04-06
BE_16556_spr_rec_d,620,sample,MYYMKPFS,Merendree,3386,KM 1,16556,BE,51.074,51.074,spr,rec,bad,2,117059.5208,1,G,X6,4.1,15490593,BE_16556_spr,2020-04-06
BE_16556_sum_ile_d,362,sample,AGPPLNZG,Merendree,3386,KM 1,16556,BE,51.074,51.074,sum,ile,bad,2,NA,1,A,X3,4.9,439620,BE_16556_sum,2020-07-07
BE_16556_sum_mid_d,354,sample,AGPPLNZG,Merendree,3386,KM 1,16556,BE,51.074,51.074,sum,mid,bad,2,NA,1,H,X2,7.5,3252897,BE_16556_sum,2020-07-07
BE_16556_sum_rec_d,370,sample,AGPPLNZG,Merendree,3386,KM 1,16556,BE,51.074,51.074,sum,rec,bad,2,171457.4572,1,B,X3,7.3,16079678,BE_16556_sum,2020-07-07
BE_16557_aut_ile_d,4362,sample,NHYTDADT,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,aut,ile,bad,1,NA,7,H,X3,3.9,1170004,BE_16557_aut,2020-10-12
BE_16557_aut_mid_d,4354,sample,NHYTDADT,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,aut,mid,bad,1,NA,7,G,X3,12.3,134578,BE_16557_aut,2020-10-12
BE_16557_aut_rec_d,4370,sample,NHYTDADT,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,aut,rec,bad,1,233208.3956,7,A,X4,6.8,22307555,BE_16557_aut,2020-10-12
BE_16557_spr_ile_d,487,sample,PFHDFAKZ,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,spr,ile,bad,1,NA,1,G,X4,6.6,367730,BE_16557_spr,2020-04-06
BE_16557_spr_mid_d,479,sample,PFHDFAKZ,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,spr,mid,bad,1,NA,1,E,X4,9,221146,BE_16557_spr,2020-04-06
BE_16557_spr_rec_d,495,sample,PFHDFAKZ,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,spr,rec,bad,1,77108.56646,1,H,X4,12.9,17470879,BE_16557_spr,2020-04-06
BE_16557_sum_ile_d,237,sample,KLAMUDTN,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,sum,ile,bad,1,NA,1,B,X1,4.3,424587,BE_16557_sum,2020-07-07
BE_16557_sum_mid_d,229,sample,KLAMUDTN,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,sum,mid,bad,1,NA,1,A,X1,8.1,7351908,BE_16557_sum,2020-07-07
BE_16557_sum_rec_d,245,sample,KLAMUDTN,Merendree,3386,KM 2 a,16557,BE,51.074,51.074,sum,rec,bad,1,80282.09677,1,C,X1,4.8,23032664,BE_16557_sum,2020-07-07
BE_16558_aut_ile_d,4312,sample,PCHXNGBR,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,aut,ile,very_bad,2,NA,7,A,X3,4.7,292360,BE_16558_aut,2020-10-12
BE_16558_aut_mid_d,4304,sample,PCHXNGBR,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,aut,mid,very_bad,2,NA,7,H,X2,11,400306,BE_16558_aut,2020-10-12
BE_16558_aut_rec_d,4320,sample,PCHXNGBR,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,aut,rec,very_bad,2,361300.4933,7,B,X3,7,20791479,BE_16558_aut,2020-10-12
BE_16558_spr_ile_d,537,sample,KAJSHJSS,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,spr,ile,very_bad,2,NA,1,E,X5,2.8,297664,BE_16558_spr,2020-04-06
BE_16558_spr_mid_d,529,sample,KAJSHJSS,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,spr,mid,very_bad,2,NA,1,D,X5,5.9,1435465,BE_16558_spr,2020-04-06
BE_16558_spr_rec_d,545,sample,KAJSHJSS,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,spr,rec,very_bad,2,83933.9148,1,F,X5,4.4,21637179,BE_16558_spr,2020-04-06
BE_16558_sum_ile_d,437,sample,XNMDFDCH,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,sum,ile,very_bad,2,NA,1,G,X3,4.8,215201,BE_16558_sum,2020-07-07
BE_16558_sum_mid_d,429,sample,XNMDFDCH,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,sum,mid,very_bad,2,NA,1,F,X3,6.3,18811215,BE_16558_sum,2020-07-07
BE_16558_sum_rec_d,445,sample,XNMDFDCH,Merendree,3386,KM 3 a,16558,BE,51.074,51.074,sum,rec,very_bad,2,299057.4751,1,H,X3,7.6,11486093,BE_16558_sum,2020-07-07
BE_16559_aut_ile_d,4212,sample,MNAZYZTL,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,aut,ile,very_good,1,NA,7,E,X1,5.1,461306,BE_16559_aut,2020-10-12
BE_16559_aut_mid_d,4204,sample,MNAZYZTL,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,aut,mid,very_good,1,NA,7,D,X1,17.8,236819,BE_16559_aut,2020-10-12
BE_16559_aut_rec_d,4220,sample,MNAZYZTL,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,aut,rec,very_good,1,483599.4136,7,F,X1,6.5,22158082,BE_16559_aut,2020-10-12
BE_16559_spr_ile_d,462,sample,ZPKXNZDS,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,spr,ile,very_good,1,NA,1,B,X4,5.8,10898233,BE_16559_spr,2020-04-06
BE_16559_spr_mid_d,454,sample,ZPKXNZDS,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,spr,mid,very_good,1,NA,1,A,X4,8,505165,BE_16559_spr,2020-04-06
BE_16559_spr_rec_d,470,sample,ZPKXNZDS,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,spr,rec,very_good,1,125762.4911,1,D,X4,7,10118684,BE_16559_spr,2020-04-06
BE_16559_sum_ile_d,287,sample,LTZDMHMK,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,sum,ile,very_good,1,NA,1,H,X1,5.5,1299323,BE_16559_sum,2020-07-07
BE_16559_sum_mid_d,279,sample,LTZDMHMK,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,sum,mid,very_good,1,NA,1,G,X1,8,328194,BE_16559_sum,2020-07-07
BE_16559_sum_rec_d,295,sample,LTZDMHMK,Merendree,3386,KM 4 a,16559,BE,51.074,51.074,sum,rec,very_good,1,605270.6697,1,A,X2,8.4,2344108,BE_16559_sum,2020-07-07
BE_16560_aut_ile_d,4387,sample,HBALKRBG,Merendree,3386,KM 5,16560,BE,51.074,51.074,aut,ile,bad,1,NA,7,C,X4,8.2,21207912,BE_16560_aut,2020-10-12
BE_16560_aut_mid_d,4379,sample,HBALKRBG,Merendree,3386,KM 5,16560,BE,51.074,51.074,aut,mid,bad,1,NA,7,B,X4,10.9,233768,BE_16560_aut,2020-10-12
BE_16560_aut_rec_d,4395,sample,HBALKRBG,Merendree,3386,KM 5,16560,BE,51.074,51.074,aut,rec,bad,1,427193.1314,7,D,X4,3.8,129742,BE_16560_aut,2020-10-12
BE_16560_spr_ile_d,587,sample,AZPNADHG,Merendree,3386,KM 5,16560,BE,51.074,51.074,spr,ile,bad,1,NA,1,C,X6,7.2,4586381,BE_16560_spr,2020-04-06
BE_16560_spr_mid_d,579,sample,AZPNADHG,Merendree,3386,KM 5,16560,BE,51.074,51.074,spr,mid,bad,1,NA,1,B,X6,11.7,1338430,BE_16560_spr,2020-04-06
BE_16560_spr_rec_d,595,sample,AZPNADHG,Merendree,3386,KM 5,16560,BE,51.074,51.074,spr,rec,bad,1,357432.0171,1,D,X6,12,19126314,BE_16560_spr,2020-04-06
BE_16560_sum_ile_d,337,sample,BSHXDTFA,Merendree,3386,KM 5,16560,BE,51.074,51.074,sum,ile,bad,1,NA,1,F,X2,4.6,606327,BE_16560_sum,2020-07-07
BE_16560_sum_mid_d,329,sample,BSHXDTFA,Merendree,3386,KM 5,16560,BE,51.074,51.074,sum,mid,bad,1,NA,1,E,X2,5.9,4165459,BE_16560_sum,2020-07-07
BE_16560_sum_rec_d,345,sample,BSHXDTFA,Merendree,3386,KM 5,16560,BE,51.074,51.074,sum,rec,bad,1,134436.6981,1,G,X2,8.5,10327834,BE_16560_sum,2020-07-07
BE_16561_aut_ile_d,4287,sample,JUBYFMXH,Merendree,3386,KM 6,16561,BE,51.074,51.074,aut,ile,very_good,1,NA,7,F,X2,6.2,1899284,BE_16561_aut,2020-10-12
BE_16561_aut_mid_d,4279,sample,JUBYFMXH,Merendree,3386,KM 6,16561,BE,51.074,51.074,aut,mid,very_good,1,NA,7,E,X2,12.3,398030,BE_16561_aut,2020-10-12
BE_16561_aut_rec_d,4295,sample,JUBYFMXH,Merendree,3386,KM 6,16561,BE,51.074,51.074,aut,rec,very_good,1,107352.7911,7,G,X2,20.9,12493061,BE_16561_aut,2020-10-12
BE_16561_spr_ile_d,562,sample,HAHKPZPH,Merendree,3386,KM 6,16561,BE,51.074,51.074,spr,ile,very_good,1,NA,1,H,X5,9.7,312800,BE_16561_spr,2020-04-06
BE_16561_spr_mid_d,554,sample,HAHKPZPH,Merendree,3386,KM 6,16561,BE,51.074,51.074,spr,mid,very_good,1,NA,1,G,X5,8.8,48860,BE_16561_spr,2020-04-06
BE_16561_spr_rec_d,570,sample,HAHKPZPH,Merendree,3386,KM 6,16561,BE,51.074,51.074,spr,rec,very_good,1,66466.51473,1,A,X6,8.3,751757,BE_16561_spr,2020-04-06
BE_16561_sum_ile_d,412,sample,LKZTTGUM,Merendree,3386,KM 6,16561,BE,51.074,51.074,sum,ile,very_good,1,NA,1,D,X3,4.7,541937,BE_16561_sum,2020-07-07
BE_16561_sum_mid_d,404,sample,LKZTTGUM,Merendree,3386,KM 6,16561,BE,51.074,51.074,sum,mid,very_good,1,NA,1,C,X3,5.7,4180774,BE_16561_sum,2020-07-07
BE_16561_sum_rec_d,420,sample,LKZTTGUM,Merendree,3386,KM 6,16561,BE,51.074,51.074,sum,rec,very_good,1,350697.3806,1,E,X3,8.9,21528496,BE_16561_sum,2020-07-07
BE_16562_aut_ile_d,4412,sample,DZTYNYAA,Merendree,3386,KM 7,16562,BE,51.074,51.074,aut,ile,bad,2,NA,7,F,X4,11.8,16830782,BE_16562_aut,2020-10-12
BE_16562_aut_mid_d,4404,sample,DZTYNYAA,Merendree,3386,KM 7,16562,BE,51.074,51.074,aut,mid,bad,2,NA,7,E,X4,7,4226810,BE_16562_aut,2020-10-12
BE_16562_aut_rec_d,4420,sample,DZTYNYAA,Merendree,3386,KM 7,16562,BE,51.074,51.074,aut,rec,bad,2,91928.9317,7,G,X4,4.5,768416,BE_16562_aut,2020-10-12
BE_16562_spr_ile_d,637,sample,JLNBASGF,Merendree,3386,KM 7,16562,BE,51.074,51.074,spr,ile,bad,2,NA,1,A,X7,3.1,447917,BE_16562_spr,2020-04-06
BE_16562_spr_mid_d,629,sample,JLNBASGF,Merendree,3386,KM 7,16562,BE,51.074,51.074,spr,mid,bad,2,NA,1,H,X6,4.9,267596,BE_16562_spr,2020-04-06
BE_16562_spr_rec_d,645,sample,JLNBASGF,Merendree,3386,KM 7,16562,BE,51.074,51.074,spr,rec,bad,2,117052.0301,1,B,X7,7.2,19523579,BE_16562_spr,2020-04-06
BE_16562_sum_ile_d,312,sample,TDCKMJYY,Merendree,3386,KM 7,16562,BE,51.074,51.074,sum,ile,bad,2,NA,1,C,X2,4.5,2490611,BE_16562_sum,2020-07-07
BE_16562_sum_mid_d,304,sample,TDCKMJYY,Merendree,3386,KM 7,16562,BE,51.074,51.074,sum,mid,bad,2,NA,1,B,X2,7.1,3493819,BE_16562_sum,2020-07-07
BE_16562_sum_rec_d,320,sample,TDCKMJYY,Merendree,3386,KM 7,16562,BE,51.074,51.074,sum,rec,bad,2,89714.54027,1,D,X2,11.4,16002817,BE_16562_sum,2020-07-07
BE_16563_aut_ile_d,4237,sample,LUJBUMSU,Merendree,3386,KM 8,16563,BE,51.074,51.074,aut,ile,good,1,NA,7,H,X1,4.7,461410,BE_16563_aut,2020-10-12
BE_16563_aut_mid_d,4229,sample,LUJBUMSU,Merendree,3386,KM 8,16563,BE,51.074,51.074,aut,mid,good,1,NA,7,G,X1,8.9,567386,BE_16563_aut,2020-10-12
BE_16563_aut_rec_d,4245,sample,LUJBUMSU,Merendree,3386,KM 8,16563,BE,51.074,51.074,aut,rec,good,1,67974.17667,7,A,X2,15.8,28610749,BE_16563_aut,2020-10-12
BE_16563_spr_ile_d,662,sample,TSXGKXLR,Merendree,3386,KM 8,16563,BE,51.074,51.074,spr,ile,good,1,NA,1,D,X7,4.4,1094602,BE_16563_spr,2020-04-06
BE_16563_spr_mid_d,654,sample,TSXGKXLR,Merendree,3386,KM 8,16563,BE,51.074,51.074,spr,mid,good,1,NA,1,C,X7,12,319863,BE_16563_spr,2020-04-06
BE_16563_spr_rec_d,670,sample,TSXGKXLR,Merendree,3386,KM 8,16563,BE,51.074,51.074,spr,rec,good,1,162462.3695,1,E,X7,7.7,12965697,BE_16563_spr,2020-04-06
BE_16563_sum_ile_d,4437,sample,UXZKXRBK,Merendree,3386,KM 8,16563,BE,51.074,51.074,sum,ile,good,1,NA,7,A,X5,18.6,22446096,BE_16563_sum,2020-07-07
BE_16563_sum_mid_d,4429,sample,UXZKXRBK,Merendree,3386,KM 8,16563,BE,51.074,51.074,sum,mid,good,1,NA,7,H,X4,9,884499,BE_16563_sum,2020-07-07
BE_16563_sum_rec_d,4445,sample,UXZKXRBK,Merendree,3386,KM 8,16563,BE,51.074,51.074,sum,rec,good,1,64800.68348,7,B,X5,22.2,17869758,BE_16563_sum,2020-07-07
CH_17685_aut_ile_d,3687,sample,YFGRKCMC,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,aut,ile,very_good,1,NA,5,B,X8,4.1,499362,CH_17685_aut,2020-10-22
CH_17685_aut_mid_d,3679,sample,YFGRKCMC,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,aut,mid,very_good,1,NA,5,A,X8,10.8,174043,CH_17685_aut,2020-10-22
CH_17685_aut_rec_d,3695,sample,YFGRKCMC,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,aut,rec,very_good,1,401455.559,5,C,X8,8.5,23286515,CH_17685_aut,2020-10-22
CH_17685_sum_ile_d,3387,sample,KNHDZSGB,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,sum,ile,very_good,1,NA,5,D,X3,5.3,194055,CH_17685_sum,2020-07-30
CH_17685_sum_mid_d,3379,sample,KNHDZSGB,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,sum,mid,very_good,1,NA,5,C,X3,9.2,328207,CH_17685_sum,2020-07-30
CH_17685_sum_rec_d,3395,sample,KNHDZSGB,BGOOD - University of Bern,3577,BGOOD_Ubern_A,17685,CH,46.967,46.967,sum,rec,very_good,1,118272.3375,5,E,X3,7.2,21313173,CH_17685_sum,2020-07-30
CH_17686_sum_ile_d,3462,sample,NNAFLYSD,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_B,17686,CH,46.967,46.967,sum,ile,bad,1,NA,5,F,X4,5.9,1938763,CH_17686_sum,2020-07-30
CH_17686_sum_mid_d,3454,sample,NNAFLYSD,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_B,17686,CH,46.967,46.967,sum,mid,bad,1,NA,5,E,X4,13.6,134973,CH_17686_sum,2020-07-30
CH_17686_sum_rec_d,3470,sample,NNAFLYSD,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_B,17686,CH,46.967,46.967,sum,rec,bad,1,135624.1793,5,G,X4,17,11118482,CH_17686_sum,2020-07-30
CH_17687_aut_ile_d,3587,sample,XNCZFFCA,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,aut,ile,very_good,1,NA,5,F,X6,7.3,579564,CH_17687_aut,2020-10-22
CH_17687_aut_mid_d,3579,sample,XNCZFFCA,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,aut,mid,very_good,1,NA,5,E,X6,7.1,2555922,CH_17687_aut,2020-10-22
CH_17687_aut_rec_d,3595,sample,XNCZFFCA,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,aut,rec,very_good,1,138541.7456,5,G,X6,11.1,22457173,CH_17687_aut,2020-10-22
CH_17687_sum_ile_d,3362,sample,BTMXLZBR,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,sum,ile,very_good,1,NA,5,A,X3,6.3,718771,CH_17687_sum,2020-07-30
CH_17687_sum_mid_d,3354,sample,BTMXLZBR,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,sum,mid,very_good,1,NA,5,H,X2,13,435404,CH_17687_sum,2020-07-30
CH_17687_sum_rec_d,3370,sample,BTMXLZBR,BGOOD - University of Bern,3577,BGOOD_Ubern_C,17687,CH,46.967,46.967,sum,rec,very_good,1,200814.487,5,B,X3,7,6377443,CH_17687_sum,2020-07-30
CH_17688_aut_ile_d,3612,sample,BHATRJTX,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,aut,ile,good,1,NA,5,A,X7,5.5,432423,CH_17688_aut,2020-10-22
CH_17688_aut_mid_d,3604,sample,BHATRJTX,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,aut,mid,good,1,NA,5,H,X6,10.6,5754499,CH_17688_aut,2020-10-22
CH_17688_aut_rec_d,3620,sample,BHATRJTX,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,aut,rec,good,1,99228.02198,5,B,X7,7.9,8657156,CH_17688_aut,2020-10-22
CH_17688_sum_ile_d,3537,sample,PHDNYKAL,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,sum,ile,good,1,NA,5,G,X5,4.9,389044,CH_17688_sum,2020-07-30
CH_17688_sum_mid_d,3529,sample,PHDNYKAL,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,sum,mid,good,1,NA,5,F,X5,11.8,199866,CH_17688_sum,2020-07-30
CH_17688_sum_rec_d,3545,sample,PHDNYKAL,BGOOD - University of Bern,3577,BGOOD_Ubern_D,17688,CH,46.967,46.967,sum,rec,good,1,207404.2543,5,H,X5,6.7,12570617,CH_17688_sum,2020-07-30
CH_17689_aut_ile_d,3712,sample,LNZMUJUC,BGOOD - University of Bern,3577,BGOOD_Ubern_E,17689,CH,46.967,46.967,aut,ile,bad,1,NA,6,B,X1,7.6,378706,CH_17689_aut,2020-10-22
CH_17689_aut_mid_d,3704,sample,LNZMUJUC,BGOOD - University of Bern,3577,BGOOD_Ubern_E,17689,CH,46.967,46.967,aut,mid,bad,1,NA,6,A,X1,6.1,439366,CH_17689_aut,2020-10-22
CH_17689_aut_rec_d,3720,sample,LNZMUJUC,BGOOD - University of Bern,3577,BGOOD_Ubern_E,17689,CH,46.967,46.967,aut,rec,bad,1,61149.46014,6,C,X1,7.5,12017272,CH_17689_aut,2020-10-22
CH_17690_aut_ile_d,3637,sample,XGMXBTJN,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,aut,ile,good,1,NA,5,D,X7,4.3,137651,CH_17690_aut,2020-10-22
CH_17690_aut_mid_d,3629,sample,XGMXBTJN,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,aut,mid,good,1,NA,5,C,X7,6.4,1882663,CH_17690_aut,2020-10-22
CH_17690_aut_rec_d,3645,sample,XGMXBTJN,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,aut,rec,good,1,824449.2522,5,E,X7,14.3,19956181,CH_17690_aut,2020-10-22
CH_17690_sum_ile_d,3437,sample,KFUXDSJJ,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,sum,ile,good,1,NA,5,C,X4,4.1,108379,CH_17690_sum,2020-07-30
CH_17690_sum_mid_d,3429,sample,KFUXDSJJ,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,sum,mid,good,1,NA,5,B,X4,8.7,785180,CH_17690_sum,2020-07-30
CH_17690_sum_rec_d,3445,sample,KFUXDSJJ,BGOOD - University of Bern,3577,[Dead] BGOOD_Ubern_F,17690,CH,46.967,46.967,sum,rec,good,1,181742.2013,5,D,X4,25.2,17423512,CH_17690_sum,2020-07-30
CH_17691_aut_ile_d,3662,sample,YHBTXPTR,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,aut,ile,good,1,NA,5,G,X7,6.4,6411848,CH_17691_aut,2020-10-22
CH_17691_aut_mid_d,3654,sample,YHBTXPTR,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,aut,mid,good,1,NA,5,F,X7,4.6,291467,CH_17691_aut,2020-10-22
CH_17691_aut_rec_d,3670,sample,YHBTXPTR,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,aut,rec,good,1,166304.9162,5,H,X7,4.9,11799549,CH_17691_aut,2020-10-22
CH_17691_sum_ile_d,3412,sample,UASRHMPX,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,sum,ile,good,1,NA,5,H,X3,4.8,596905,CH_17691_sum,2020-07-30
CH_17691_sum_mid_d,3404,sample,UASRHMPX,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,sum,mid,good,1,NA,5,G,X3,26.5,837461,CH_17691_sum,2020-07-30
CH_17691_sum_rec_d,3420,sample,UASRHMPX,BGOOD - University of Bern,3577,BGOOD_Ubern_G,17691,CH,46.967,46.967,sum,rec,good,1,96834.89597,5,A,X4,7.8,18752812,CH_17691_sum,2020-07-30
CH_17692_aut_ile_d,3562,sample,KGKRJZBF,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,aut,ile,good,1,NA,5,B,X6,4.6,444805,CH_17692_aut,2020-10-22
CH_17692_aut_mid_d,3554,sample,KGKRJZBF,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,aut,mid,good,1,NA,5,A,X6,6.1,291025,CH_17692_aut,2020-10-22
CH_17692_aut_rec_d,3570,sample,KGKRJZBF,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,aut,rec,good,1,98139.42375,5,D,X6,7.3,11657474,CH_17692_aut,2020-10-22
CH_17692_sum_ile_d,3487,sample,GYTBRBMR,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,sum,ile,good,1,NA,5,A,X5,5.5,944596,CH_17692_sum,2020-07-30
CH_17692_sum_mid_d,3479,sample,GYTBRBMR,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,sum,mid,good,1,NA,5,H,X4,19.8,258438,CH_17692_sum,2020-07-30
CH_17692_sum_rec_d,3495,sample,GYTBRBMR,BGOOD - University of Bern,3577,BGOOD_Ubern_H,17692,CH,46.967,46.967,sum,rec,good,1,45278.63778,5,B,X5,13,13260857,CH_17692_sum,2020-07-30
DE_18027_aut_ile_d,2312,sample,TKXMSRJL,MLU B-GOOD mini apiary,3603,R 2,18027,DE,51.505321,51.505321,aut,ile,very_good,1,NA,3,E,X8,6.3,704803,DE_18027_aut,2020-10-22
DE_18027_aut_mid_d,2304,sample,TKXMSRJL,MLU B-GOOD mini apiary,3603,R 2,18027,DE,51.505321,51.505321,aut,mid,very_good,1,NA,3,D,X8,6.5,2357576,DE_18027_aut,2020-10-22
DE_18027_aut_rec_d,2320,sample,TKXMSRJL,MLU B-GOOD mini apiary,3603,R 2,18027,DE,51.505321,51.505321,aut,rec,very_good,1,39390.02924,3,F,X8,11.6,8106153,DE_18027_aut,2020-10-22
